rgb/0.png,depth/0.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/0.png,original_gt/0.csv
rgb/1.png,depth/1.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/1.png,original_gt/1.csv
rgb/2.png,depth/2.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/2.png,original_gt/2.csv
rgb/3.png,depth/3.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/3.png,original_gt/3.csv
rgb/4.png,depth/4.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/4.png,original_gt/4.csv
rgb/5.png,depth/5.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/5.png,original_gt/5.csv
rgb/6.png,depth/6.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/6.png,original_gt/6.csv
rgb/7.png,depth/7.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/7.png,original_gt/7.csv
rgb/8.png,depth/8.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/8.png,original_gt/8.csv
rgb/9.png,depth/9.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/9.png,original_gt/9.csv
rgb/10.png,depth/10.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/10.png,original_gt/10.csv
rgb/11.png,depth/11.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/11.png,original_gt/11.csv
rgb/12.png,depth/12.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/12.png,original_gt/12.csv
rgb/13.png,depth/13.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/13.png,original_gt/13.csv
rgb/14.png,depth/14.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/14.png,original_gt/14.csv
rgb/15.png,depth/15.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/15.png,original_gt/15.csv
rgb/16.png,depth/16.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/16.png,original_gt/16.csv
rgb/17.png,depth/17.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/17.png,original_gt/17.csv
rgb/18.png,depth/18.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/18.png,original_gt/18.csv
rgb/19.png,depth/19.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/19.png,original_gt/19.csv
rgb/20.png,depth/20.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/20.png,original_gt/20.csv
rgb/21.png,depth/21.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/21.png,original_gt/21.csv
rgb/22.png,depth/22.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/22.png,original_gt/22.csv
rgb/23.png,depth/23.png,518.8579,518.8579,325.5824,253.7362,1000,10,original_gt/23.png,original_gt/23.csv
